projectid,name,cat_id,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country
1009930823,Gluten free bakery and vegan ice cream shop,105,Vegan,Food,EUR,14/12/16 13:57,40000,14/11/16 13:57,1,live,1,ES
1009936273,The Final Action of Ananias,72,Comedy,Film & Video,USD,23/05/16 21:58,300,13/05/16 21:58,425.67,successful,8,US
1009942915,Pedestal Footwear: The Future of Performance Training.,119,Footwear,Fashion,USD,17/12/16 12:00,10000,16/11/16 12:31,23033,live,404,US
1009947936,Joseph Aaskov 2012 Tour,83,Country & Folk,Music,USD,24/08/12 23:00,2500,20/07/12 1:23,4305.05,successful,59,US
1009962856,"Flip 52 - playing cards with ""get to know you"" questions",8,Product Design,Design,USD,19/10/13 19:46,1000,19/09/13 19:46,2001.52,successful,166,US
1009968680,Wreck - Space Wars,27,Tabletop Games,Games,GBP,14/08/14 1:10,5200,15/07/14 1:10,43,failed,5,GB
1009986728,The Shadow Among the Light - A Short Film,43,Shorts,Film & Video,GBP,10/09/15 11:20,2000,11/08/15 11:20,0,failed,0,GB
10100125,"Graymarket Design Bedding: Original Prints, Luxurious Cotton",8,Product Design,Design,USD,15/06/16 16:42,12500,16/05/16 16:42,17391,successful,102,US
1010018624,The Creation Station Open Source CNC Router,71,Fabrication Tools,Technology,USD,02/08/14 2:00,80000,30/06/14 20:00,150986,successful,202,US
1010025177,David and his Dog : a graphic novel of adventure and mystery,30,Fiction,Publishing,GBP,09/04/15 6:05,7500,25/03/15 5:05,0,failed,0,GB
1010043252,Disciples Dark,27,Tabletop Games,Games,GBP,28/07/16 18:50,10000,13/06/16 18:50,705,failed,20,GB
1010046428,A Message for This Land: Help Fight Addiction through Music,44,Electronic Music,Music,USD,17/10/16 0:16,20000,17/09/16 0:16,5796,failed,74,US
1010049830,Grow Your Own World (Canceled),10,Nonfiction,Publishing,USD,10/11/13 18:52,6500,11/10/13 18:52,60,canceled,2,"N""0"
1010084894,The WaterSwitch» - Water Damage Prevention and Conservation,53,Technology,Technology,USD,25/05/13 1:04,100000,25/04/13 1:04,1892,failed,5,US
1010093582,The Collection-A daring new experience of illusion & theatre,18,Theater,Theater,USD,03/03/12 9:00,5000,06/02/12 14:29,5360,successful,96,US
1010094776,"Move over Kale, Moringa is Here!",7,Drinks,Food,USD,19/12/14 18:25,30000,19/11/14 18:25,3575,failed,22,US
1010095783,Joy's ABC and Spelling - iOS Book,61,Mobile Games,Games,USD,13/06/14 18:08,5000,14/05/14 18:08,99,failed,7,US
1010099263,Craze Maze - An iOS game,40,Video Games,Games,USD,20/05/12 0:25,15000,20/04/12 0:25,51,failed,2,US
1010110715,Consume - Stickers and Pins,84,Mixed Media,Art,USD,20/12/16 8:59,200,23/11/16 22:20,20,live,2,US
101011400,Foneeyes,35,Gadgets,Technology,EUR,04/06/16 16:45,500,05/05/16 16:45,76,failed,5,FR
1010123464,The World's first App to drop music and get discovered!,44,Electronic Music,Music,EUR,28/05/16 20:09,12000,28/04/16 20:09,50,canceled,3,NL
101015450,A Beautiful New Blue Gem!,123,Wearables,Technology,USD,13/04/16 23:23,22500,23/02/16 23:23,3194,failed,35,US
1010155603,EL EVENTO: La historia de AWF (Artist Wrestling Federation),9,Documentary,Film & Video,USD,28/03/12 17:05,15000,22/02/12 17:05,832.12,failed,28,US
1010167148,Passengers,43,Shorts,Film & Video,USD,23/05/12 4:30,1300,08/05/12 11:39,75,failed,2,US
1010168979,3D MOVIE POSTERS!! (Canceled),24,Illustration,Art,USD,27/09/13 1:45,1500,28/08/13 1:45,254,canceled,5,US
1010173138,"The SensClipper, the smarter nail clipper",8,Product Design,Design,EUR,29/07/16 10:39,22000,29/06/16 10:39,4098,failed,228,NL
1010174442,Journey to Jacmel: A Photo Project with Heart,63,Fine Art,Photography,USD,01/11/14 0:01,3500,28/09/14 9:18,3784,successful,32,US
1010178551,"Whole Women Win, Unleashing the Winner from Within",10,Nonfiction,Publishing,USD,22/08/14 19:59,6000,23/07/14 19:59,105,failed,2,US
1010186921,"Andy Warhol's 15 (Color Me, Warhol)",73,Performances,Dance,USD,08/03/15 13:50,11891,06/02/15 14:50,12425,successful,291,US
101020438,Haley Builds Her First Bike,8,Product Design,Design,USD,02/02/13 2:00,800,08/01/13 8:14,340.33,failed,11,US
1010206281,FLEXHANGER: A new generation of hangers,8,Product Design,Design,USD,16/11/16 17:52,17500,07/10/16 17:52,18131,successful,91,"N""0"
1010211667,Help Fund Anti_Theory Videos!,3,Music,Music,USD,08/11/10 2:05,5000,24/09/10 2:05,0,failed,0,US
1010238204,Deathgate,30,Fiction,Publishing,USD,09/11/11 19:46,800,10/10/11 19:46,101,failed,2,US
1010264989,Sam's Curious Quest,68,Children's Books,Publishing,USD,10/08/16 21:08,30000,11/07/16 21:08,0,canceled,0,US
1010269194,I LEAVE HERE,43,Shorts,Film & Video,USD,23/05/11 12:24,200000,21/02/11 12:24,6095,failed,90,US
101027253,MyUrban I.D The Ultimate Talent & Business Directory,42,Publishing,Publishing,USD,19/02/15 23:52,49000,20/01/15 23:52,0,failed,0,US
1010274488,Epic journeys of a scientific fantasy adventurer - eBook,30,Fiction,Publishing,CAD,19/06/14 2:00,11250,14/05/14 2:36,12801,successful,160,CA
101028174,"Hot Spot, Cool Country: Biodiversity in the Philippines",68,Children's Books,Publishing,USD,06/04/15 6:59,5000,04/03/15 17:47,579,canceled,2,US
1010298631,Seven Sisters,27,Tabletop Games,Games,USD,12/03/12 2:00,8000,03/02/12 17:22,12000.1,successful,179,US
1010305368,Broken Glass - A Google Glass short film,4,Film & Video,Film & Video,GBP,31/05/13 20:30,4000,30/04/13 0:54,110,failed,5,GB
1010306548,"David Dondero ""Golden Hits Volume 1"" and ""This Guitar""",83,Country & Folk,Music,USD,16/03/13 10:46,12000,04/02/13 18:19,12876,successful,202,US
1010309316,Venture Manchester - Parkour Hub,14,Design,Design,GBP,08/10/14 13:10,3000,09/08/14 13:10,60,failed,3,GB
1010315242,PlayMe : Alice in Wonderdice,27,Tabletop Games,Games,USD,30/03/15 1:07,5000,18/02/15 21:40,28399,successful,544,US
1010316470,Rosie Clothing Craft supplies,17,Fashion,Fashion,EUR,15/05/16 21:05,2000,15/04/16 21:05,1,failed,1,BE
1010319456,A Legal Voyage 'To the Lighthouse',10,Nonfiction,Publishing,USD,17/09/11 1:34,3200,11/08/11 20:00,3,failed,1,US
1010321356,Steal The Scenery's Shot At The Big Apple!!,3,Music,Music,USD,11/07/11 21:01,4100,27/05/11 21:01,41,failed,2,US
1010324680,End Online - The Novel,30,Fiction,Publishing,AUD,05/02/15 1:22,5000,06/01/15 1:22,116,failed,7,AU
1010333399,Will The Creature From Dell Pond press vinyl? You decide!,32,Rock,Music,USD,15/10/12 8:30,547,15/09/12 8:30,900.11,successful,52,US
1010345980,HMESQUAD,50,Hip-Hop,Music,USD,08/10/16 18:15,15000,09/09/16 1:13,0,failed,0,US
1010348191,Lymph Candy Deodorant,20,DIY,Crafts,USD,02/12/16 1:51,5000,02/11/16 0:51,11459,successful,368,US
1010352561,Survival 101 - What you need to know for when the SHTF !,20,DIY,Crafts,GBP,04/08/16 23:35,3000,05/07/16 23:35,100,failed,4,GB
1010353202,Cord Cuffs! This is the name that will be industry standard!,53,Technology,Technology,USD,09/03/16 16:49,100000,08/02/16 16:49,391,canceled,28,US
1010356524,Summer Lovin' Tanning Stencil Bikini by Infusion Swimwear,17,Fashion,Fashion,GBP,11/06/15 18:48,4000,12/05/15 18:48,432,failed,5,GB
1010358109,Justice For Fathers. A Gritty Northern Black Comedy Film.,4,Film & Video,Film & Video,GBP,20/10/13 10:37,6000,10/09/13 17:39,121,failed,4,GB
1010369479,Hands: The Story Of Work,9,Documentary,Film & Video,USD,22/06/15 23:25,4000,08/05/15 23:25,1,failed,1,US
1010378374,The Santa Series,69,People,Photography,USD,03/10/16 4:04,500,03/09/16 4:04,0,failed,0,US
101038281,MY STUPID RAYGUN,19,Comics,Comics,USD,29/04/13 3:48,3800,20/03/13 2:48,3847.39,successful,84,US
1010385330,A Better Tool for Best Prints,25,Photography,Photography,USD,15/03/10 21:00,2000,22/12/09 2:06,0,failed,0,US
1010413306,Custom Wood Bird Feeder Architecture Project,59,Architecture,Design,USD,13/08/14 23:28,100,14/07/14 23:28,5,failed,1,US
1010416435,Publishing My First Novel: Couple Friends,30,Fiction,Publishing,USD,01/06/12 5:59,4000,01/05/12 15:14,4082,successful,71,US
1010418454,Convert Your iPhone4 into a Wearable Action Sports Video Cam,8,Product Design,Design,USD,16/01/12 3:26,10000,16/12/11 3:26,2023,failed,38,US
1010431770,Personalized street number and/or name plates,116,Woodworking,Crafts,USD,26/08/15 23:04,1000,27/07/15 23:04,20,failed,1,US
1010435183,TWIN TAILS of Mason Beach (A Chapter Book for Young Readers),68,Children's Books,Publishing,USD,01/05/14 9:00,8000,19/03/14 22:49,81,canceled,5,US
1010440168,"Powerful, Simple, Elegant Jewelry for unique individuals",113,Jewelry,Fashion,AUD,19/12/16 9:42,8000,19/11/16 9:42,1,canceled,1,AU
1010441842,Se Parte De Una Nueva Haza_a + Recibe algo Cool y Exclusivo! (video w/subtitles),56,World Music,Music,USD,19/09/10 0:30,4300,05/08/10 18:20,5237.88,successful,76,US
1010450782,Dino Run 2,40,Video Games,Games,USD,06/12/13 4:00,175000,05/11/13 16:18,83476.21,failed,1794,US
1010455121,The Pizza Grate,6,Food,Food,USD,13/12/13 19:33,5000,13/11/13 19:33,2914,failed,33,US
101045682,Evelyn's Bakery,6,Food,Food,USD,31/10/13 19:03,20000,01/10/13 20:03,775,failed,18,US
1010458159,RapidDisk (rxdsk): An Advanced Linux RAM Disk Module,55,Software,Technology,USD,05/05/11 20:47,2500,03/02/11 20:47,136,failed,7,US
1010470904,Skeleton Warriors Glyos Compatible Action Figures,14,Design,Design,USD,24/06/14 6:00,45000,02/06/14 19:00,50140.01,successful,878,US
1010485287,Driven By Hope: A true story of defying all odds,10,Nonfiction,Publishing,USD,24/04/16 8:12,30000,10/03/16 8:12,30230,successful,167,US
1010490795,Exodus,40,Video Games,Games,USD,22/04/15 20:49,65000,23/03/15 19:49,10038,failed,5,US
1010493504,Dole: A Documentary,9,Documentary,Film & Video,USD,09/11/11 2:05,16000,30/09/11 2:05,16159,successful,136,US
1010499354,Booze Books Chapter 2:  Sherlock Holmes & Edgar Allan Poe,8,Product Design,Design,USD,02/07/15 21:00,7500,09/06/15 14:34,16397,successful,338,US
1010516592,A £13 Poem,1,Poetry,Publishing,GBP,14/02/15 0:59,13,08/02/15 20:04,125.49,successful,17,GB
1010520966,"Zsa Zsa Slipper, Shoe combination",31,Accessories,Fashion,USD,25/10/15 0:46,20000,25/09/15 0:46,2860,failed,4,US
1010522754,Help fund theater education programs with The Primo Academy!,18,Theater,Theater,USD,20/02/12 5:40,1000,21/01/12 5:40,40,failed,3,US
101052958,Shelter Arcade Bar,7,Drinks,Food,USD,09/01/16 15:19,25000,10/12/15 15:19,25264,successful,147,US
1010534216,Help MyVanityFashion Online Jewelry Business Grow,113,Jewelry,Fashion,USD,18/06/15 23:43,1500,19/05/15 23:43,0,failed,0,US
1010535635,"NODE Chroma, a wireless color scanner for iOS and computers",33,Hardware,Technology,USD,08/12/12 2:00,15000,05/11/12 5:12,39473.14,successful,273,US
1010543801,The NEXT LEVEL,8,Product Design,Design,USD,06/10/14 3:37,49550,05/09/14 2:25,1573,failed,20,US
1010554396,Life Size Pokemon!,54,Painting,Art,USD,05/12/14 16:20,650,05/11/14 16:20,150,failed,9,US
1010555504,E.G. Romero Project || Just the beginning,3,Music,Music,USD,06/01/17 21:57,2800,30/11/16 15:00,125,live,8,US
1010557781,"""A World of Art"" Children's Book",68,Children's Books,Publishing,USD,02/05/15 22:25,500,02/04/15 22:25,725,successful,18,US
1010574576,Rat Bastard (The Movie),122,Thrillers,Film & Video,USD,09/05/15 4:24,3000,09/04/15 4:24,0,failed,0,US
1010578706,"""VICIOUS"" A Kwanza Jones Fan Video Directed By A 15 Year Old",4,Film & Video,Film & Video,USD,14/03/13 4:58,500,25/02/13 19:56,525,successful,13,US
1010584633,"""A Fresh Start""",43,Shorts,Film & Video,USD,25/09/11 6:00,3000,28/08/11 21:27,3000,successful,24,US
1010591158,Oil & Water - A Documentary Film,9,Documentary,Film & Video,USD,28/02/11 2:52,5000,29/01/11 2:52,9661,successful,43,US
1010592822,Mike Giacolino's Solo Album Kickstarter!,83,Country & Folk,Music,USD,10/01/13 3:58,2000,11/12/12 3:58,2580,successful,51,US
101059690,"Wife & Son's debut album ""This, That and The Other""",11,Indie Rock,Music,USD,13/02/12 4:31,1500,14/01/12 4:31,1601.11,successful,32,US
1010598232,FACTOR 9 : How could this happen?,18,Theater,Theater,GBP,05/04/14 11:54,25000,26/03/14 22:14,12347.25,failed,147,GB
1010599206,Skhy Zye - What Virtual Visit Truly Means,55,Software,Technology,USD,12/10/16 17:31,50000,12/09/16 17:31,1,failed,1,US
1010602030,Parecomic - a documentary graphic novel,19,Comics,Comics,USD,23/04/12 21:40,8000,23/02/12 21:40,8600,successful,143,US
1010602115,Port Terror - The future of mobile gaming is in your hands,40,Video Games,Games,USD,21/09/15 3:09,70000,22/08/15 3:09,52,failed,3,US
1010603558,RÎvarene _ Your Zero Waste Grocery Store,6,Food,Food,NOK,04/05/16 12:00,210000,12/04/16 18:46,230133,successful,330,NO
1010608289,Bike Sunglass Holding Device,8,Product Design,Design,USD,13/04/14 12:16,10000,14/03/14 11:16,660,failed,15,US
1010625322,Free Markets: Freedom Without Oppurtunity,85,Journalism,Journalism,AUD,14/12/16 19:01,2000,08/11/16 1:36,5,live,1,AU
1010631065,The Vision : Not Just a 3D Printer... A DREAM,33,Hardware,Technology,USD,28/06/12 8:20,25000,27/05/12 8:20,65346,successful,81,US
1010635539,ABV - A Beer Voyage,7,Drinks,Food,USD,13/08/15 16:46,5000,14/07/15 16:46,5312,successful,77,US
1010636969,Confessions of a Mexpatriate: Chicago,18,Theater,Theater,USD,01/10/13 7:00,2400,17/09/13 0:12,2465,successful,59,US
1010641633,The Seder   movie  a Jewish Gay Coming-out story,43,Shorts,Film & Video,USD,24/07/11 2:20,5000,24/06/11 2:20,281,failed,8,US
1010643909,LinkUP! App for Business Professionals to meet,55,Software,Technology,AUD,13/08/15 0:01,50000,14/07/15 0:01,0,failed,0,AU
1010649633,Future Phenomena | Amanda Browder,96,Conceptual Art,Art,USD,25/05/10 2:46,800,24/03/10 2:00,1064,successful,25,US
1010652075,Project Bloom: Handcrafted Wood Case for your Smartphone,17,Fashion,Fashion,CAD,15/03/14 5:00,11000,04/02/14 14:24,2937,failed,88,CA
101065733,Good vs Evil,30,Fiction,Publishing,CAD,01/06/14 22:54,30000,02/05/14 22:54,0,failed,0,CA
1010661105,4-stage installation free Reverse Osmosis water purifier,53,Technology,Technology,EUR,23/09/16 12:27,40000,09/08/16 12:27,9966,canceled,32,DE
1010666081,Discontinued,50,Hip-Hop,Music,USD,26/10/14 19:09,18000,26/09/14 20:09,21,failed,2,US
1010675304,People You Think You Know - an intimate look at U.S. / Iran relations,9,Documentary,Film & Video,USD,21/03/10 1:32,5250,17/02/10 0:33,5281,successful,45,US
1010682385,Share Lessons in OUR GEORGIA SCHOOL A WILDLIFE HABITAT,68,Children's Books,Publishing,USD,11/02/11 14:20,3000,28/12/10 14:20,52,failed,2,US
1010684429,The Freeport Theater of Awesome Wants to Make Some Noise!,18,Theater,Theater,USD,06/06/14 4:23,6000,07/05/14 4:23,680,failed,12,US
10106921,Earlids,43,Shorts,Film & Video,USD,14/11/13 6:59,1300,11/10/13 0:47,1700,successful,26,US
101069222,Seize the day,25,Photography,Photography,USD,09/12/14 7:51,5000,09/11/14 7:51,201,failed,5,US
1010692829,Bringing OUTSPOKKEN Clothing from my garage to the runway!,17,Fashion,Fashion,USD,05/11/13 18:53,18000,21/09/13 18:53,700,failed,5,US
1010693188,Alex and More,61,Mobile Games,Games,EUR,14/03/16 15:35,5000,13/02/16 16:35,6,failed,2,ES
1010696846,ERIK KYLE and the BEADS,26,Pop,Music,USD,30/12/12 15:32,30000,30/11/12 15:32,50,failed,1,US
1010701682,XPLUS Watches: Second Release,8,Product Design,Design,AUD,29/10/15 23:56,10000,30/09/15 0:56,16889,successful,114,AU
1010707026,"New J Silly Album ""T.B.D."" (Canceled)",50,Hip-Hop,Music,USD,07/06/12 17:55,1625,24/05/12 17:55,0,canceled,0,US
1010707519,7 art shows by 7 emerging curators,28,Art,Art,USD,25/03/16 4:59,21000,19/02/16 22:00,21441,successful,114,US
1010725357,My first CD gained worldwide recognition.  I'm excited about recording my next one!!!,11,Indie Rock,Music,USD,13/09/10 5:59,4000,30/07/10 6:19,200,failed,5,US
1010734087,Nerdy Vegan Cookbook,105,Vegan,Food,USD,01/12/14 2:00,13000,16/10/14 22:55,1,failed,1,US
1010750239,Conflict Genesis,40,Video Games,Games,USD,24/12/14 7:43,15000,24/11/14 7:43,105,failed,5,US
1010755947,St Matthew Passion,80,Classical Music,Music,GBP,29/03/15 17:00,5000,28/02/15 13:42,46,failed,4,GB
1010757215,Dingbats* Notebooks,8,Product Design,Design,GBP,16/09/16 20:59,15000,02/08/16 20:59,240,failed,15,GB
1010758977,Medieval & Renaissance Luxury Cat and Dog collars,8,Product Design,Design,GBP,16/06/14 10:58,50,17/05/14 10:58,151,successful,9,GB
1010766398,History of Punk Rock in Amarillo CIRCA 1986,9,Documentary,Film & Video,USD,18/06/13 15:42,200,19/04/13 15:42,1480,successful,10,US
1010774236,descubriendo.me,102,Print,Journalism,EUR,05/09/15 21:32,99000,11/07/15 11:04,0,failed,0,ES
1010777129,ANTHROPIA : New album based on Cthulhu Mythos,49,Metal,Music,USD,06/02/15 15:11,2000,05/01/15 18:53,4608,successful,210,US
1010778576,"Help Reissue The 77s ""Pray Naked"" On CD & Vinyl",32,Rock,Music,USD,01/05/16 4:00,17000,01/04/16 21:59,30586,successful,545,US
1010782860,Memri - An intuitive App designed with couples in mind,46,Apps,Technology,USD,25/11/16 6:00,4000,26/10/16 6:00,0,failed,0,US
1010798987,Baseball Training Bat - Balance Bat,8,Product Design,Design,USD,11/06/16 15:50,2000,12/04/16 15:50,241,failed,3,US
1010800390,Pitch in for the 17 ft tall world record Qubits¬ tower.,66,Makerspaces,Technology,USD,25/12/16 18:34,2500,30/11/16 18:34,117,live,2,US
101080059,The Wars of Other Men: Film Fest & Con Promo Blitz,43,Shorts,Film & Video,USD,13/01/12 20:03,3000,14/12/11 20:03,6523,successful,101,US
1010803299,Dixie: A Historical Rockumentary,9,Documentary,Film & Video,USD,27/07/11 23:13,6000,28/04/11 23:13,220,failed,5,US
1010820426,Rise of Cthulhu - Second Print Run,27,Tabletop Games,Games,USD,17/09/15 16:56,2000,18/08/15 16:56,14939,successful,509,US
1010822477,Finding Petronella,10,Nonfiction,Publishing,USD,20/12/13 8:11,12000,19/11/13 8:11,14051.11,successful,242,US
101082624,Plug-n-Play 3D printing attachment for CNC Mills,120,3D Printing,Technology,USD,17/10/15 7:00,36500,09/09/15 21:28,2676,failed,12,US
1010880803,"""The Colorful Word"" -- a scripture coloring book and journal",16,Art Books,Publishing,USD,02/11/16 4:00,3600,10/10/16 15:02,4603,successful,135,US
101088356,Fund my Sweet Potato Donut Stand in Vernonia Oregon,115,Small Batch,Food,USD,08/08/15 0:45,400,09/07/15 0:45,515,successful,14,US
1010885456,Crafting our community,116,Woodworking,Crafts,USD,31/10/14 5:01,16000,01/10/14 6:01,0,failed,0,US
1010891738,Doko Roko,40,Video Games,Games,USD,20/11/15 0:58,30000,21/10/15 0:58,42469,successful,1987,US
1010901660,Fish Finder,4,Film & Video,Film & Video,USD,13/10/14 23:40,30000,14/08/14 23:40,1535,failed,12,US
1010907733,Sleeper and the Sleepless new album!,26,Pop,Music,USD,04/04/13 23:43,3000,05/03/13 23:43,3197,successful,79,US
1010914895,"""Eviva il Coltello!""",43,Shorts,Film & Video,USD,09/08/10 5:45,1500,04/07/10 16:12,215,failed,9,US
1010917350,The Singers Elite Vocal Big Band Inaugural Concert,37,Jazz,Music,USD,04/10/12 2:29,27000,04/09/12 2:29,680,failed,11,US
1010918879,Democracy for toddlers,68,Children's Books,Publishing,GBP,21/11/13 22:37,2000,22/10/13 22:37,2191.22,successful,121,GB
1010925782,Venexiana Dark playing cards,65,Playing Cards,Games,USD,04/11/14 23:04,17000,05/10/14 23:04,35317,successful,678,US
1010940637,The Soul Of Something,16,Art Books,Publishing,USD,12/09/15 2:47,2000,22/08/15 2:47,0,failed,0,US
1010942317,Hollywood Shakedown,36,Web,Journalism,USD,20/08/14 22:39,3000,21/07/14 22:39,0,failed,0,US
101095143,Amanda Palmer Presents: Tristan Allen's Debut EP (Recording/Release),3,Music,Music,USD,20/09/10 0:00,3300,17/09/10 5:56,8581.24,successful,437,US
1010953592,Wild Italy,42,Publishing,Publishing,GBP,01/01/14 0:59,20000,04/12/13 18:21,80,failed,4,GB
10109773,Sword 'N' Board - Now coming to Wii U!,40,Video Games,Games,USD,06/09/13 8:00,7500,29/07/13 15:14,8585.82,successful,188,US
1010977620,Custer's Last Waistband,23,Public Art,Art,USD,24/07/12 7:33,5700,24/06/12 7:33,6060.01,successful,127,US
1011015466,Zodiac Noize,26,Pop,Music,USD,23/03/15 3:58,10000,21/02/15 4:58,22,failed,3,US
101102048,Hatstand,52,Dance,Dance,GBP,01/11/13 22:44,500,13/09/13 23:32,353,failed,13,GB
101102517,The Assumer: A Psychological Thriller For The Next-Gen!,19,Comics,Comics,GBP,04/09/13 15:53,25000,21/07/13 15:53,25,canceled,1,GB
1011026447,AccelerRaiser,36,Web,Technology,USD,07/03/15 2:23,50000,21/01/15 2:23,0,failed,0,US
1011027346,"Pete Wilde ""Smile"" Music Video",11,Indie Rock,Music,USD,02/07/14 18:13,1000,04/06/14 18:13,450,failed,14,US
1011028494,"Music Video ""Eyes Of An Angel"" By Brendan Hopkins",32,Rock,Music,USD,18/03/13 0:52,1500,16/02/13 1:52,1500,successful,8,US
1011034244,Caribbean Permaculture Research Institute of Barbados,6,Food,Food,CAD,02/10/14 5:59,50000,27/08/14 15:59,21666,failed,113,CA
1011036773,"The PIMA PROJECT / A,OG ""The Brand""",17,Fashion,Fashion,USD,29/06/12 6:45,18000,15/05/12 6:45,25,failed,1,US
1011057841,Photography Book - Olympic National Park,25,Photography,Photography,USD,08/09/12 5:34,15000,09/08/12 5:34,200,failed,2,US
1011059850,'Subways & Beignets' - The New Album by Sammy Crawford,32,Rock,Music,USD,03/04/14 12:39,1000,04/03/14 12:39,1128,successful,21,US
1011065149,Bring The Collection to Life!,24,Illustration,Art,USD,05/10/13 21:55,3500,05/09/13 21:55,50,failed,1,US
101107140,The Classic-Tied Bow Tie,31,Accessories,Fashion,USD,24/07/15 15:00,5000,24/06/15 15:00,5530,successful,89,US
1011073287,ACTION! Master Class with Nicholas Ray,9,Documentary,Film & Video,USD,02/01/13 22:33,35000,03/12/12 22:33,12562,failed,101,US
1011076186,1128 Production House,3,Music,Music,USD,14/03/12 12:28,55000,14/01/12 13:28,1040,failed,4,US
1011077112,Film to Fund,43,Shorts,Film & Video,NZD,12/02/16 9:34,6500,13/01/16 9:34,0,failed,0,NZ
1011078798,Share the food truck love and get A Moveable Feast moving!,6,Food,Food,USD,22/03/14 18:31,5000,20/02/14 19:31,7052.38,successful,52,US
1011079021,"Ed-U-Cards ""Games to Grow Up With"" w/ Letterpress Editions",13,Games,Games,USD,22/12/12 4:32,30000,17/11/12 4:32,297,canceled,11,US
1011085028,Hand Free Baby Bottle Holder! Feed your baby with one hand!,14,Design,Design,USD,04/06/15 19:59,115000,05/05/15 19:59,45,failed,1,US
1011085702,London: Travels of a Gen Y Alien,19,Comics,Comics,GBP,07/07/13 15:54,3000,23/05/13 15:54,5,failed,1,GB
1011091402,Love Beyond the Musical - National Tour,124,Musical,Theater,GBP,10/07/15 23:00,400000,10/06/15 11:01,30620.5,failed,123,GB
1011116615,Heart of the Beast,2,Narrative Film,Film & Video,USD,11/05/14 4:00,4000,17/04/14 20:54,4086.01,successful,74,US
1011121722,Just About Famous,4,Film & Video,Film & Video,USD,15/06/10 18:00,1500,14/04/10 6:03,1600,successful,25,US
1011122747,To Tell the Truth„I want to make 20 new collages this year,28,Art,Art,USD,12/12/12 3:47,1500,13/10/12 3:47,1500,successful,25,US
1011126082,Outdoor Apparel,8,Product Design,Design,USD,27/10/14 19:47,2500,27/09/14 20:47,1172.75,failed,6,US
1011131069,bookwormz.co.uk,36,Web,Technology,GBP,05/11/15 11:01,50000,01/10/15 11:01,2654,failed,12,GB
1011132760,Big Blue Life - PW Gopal's New Music Project,3,Music,Music,USD,28/11/14 23:13,25000,19/10/14 23:13,27620,successful,280,US
1011142474,The Rabbit Gallery,28,Art,Art,USD,20/05/11 20:06,500,21/04/11 2:00,836.33,successful,40,US
1011147686,2012 Village Reclamation Festival,23,Public Art,Art,USD,03/07/12 7:00,1200,08/06/12 16:43,1225,successful,27,US
1011166533,The Sixth Chaos,40,Video Games,Games,USD,10/11/14 7:16,10000,09/10/14 7:16,261,failed,21,US
1011167515,All Divine Colors: Female Deities in Practice and Life,28,Art,Art,USD,27/12/16 21:36,1500,27/11/16 21:36,792,live,17,US
1011172958,Ringing Rocks Brewery Co,6,Food,Food,USD,12/07/12 18:52,15000,12/06/12 18:52,245,failed,10,US
1011174550,WHERE IS THE WORLD,57,Photobooks,Photography,GBP,12/12/14 1:00,5000,19/11/14 1:07,1549,failed,7,GB
1011198069,Eutheria,30,Fiction,Publishing,USD,05/07/15 1:37,1500,05/06/15 1:37,0,failed,0,US
1011198274,HAMMER HORROR: THE WARNER BROS YEARS,9,Documentary,Film & Video,USD,18/11/15 23:52,22000,19/10/15 23:52,32942,successful,586,US
1011198298,Fight For Freedom: True Story About Abuse And Homelessness,4,Film & Video,Film & Video,USD,19/05/11 1:43,7000,19/04/11 1:43,0,failed,0,US
101119993,Kick It! A Multimedia Kickstarter Anthology,42,Publishing,Publishing,USD,01/07/13 1:19,100,17/05/13 1:19,366,successful,14,US
1011207993,Mega Project: A FUTURE Without Chemicals and Healthy Food.,53,Technology,Technology,USD,31/10/15 18:59,250000,17/09/15 3:46,75,canceled,2,US
1011214149,Discovering craft breweries in the USA,7,Drinks,Food,USD,05/09/14 5:36,20000,06/08/14 5:36,2,failed,1,US
1011224953,Journey to Dance Gallery Festival,73,Performances,Dance,USD,05/09/14 17:14,2500,22/08/14 17:14,1256,failed,12,US
1011228093,Boy King Islands' Super-Limited Edition New Album!,11,Indie Rock,Music,USD,19/08/14 6:59,7200,15/07/14 18:00,9002,successful,206,US
1011248931,The 8x8 Cookbook--Square Meals for Weeknight Dinner,47,Cookbooks,Food,USD,30/10/15 16:35,20000,30/09/15 17:35,21388,successful,404,US
1011257495,Underage Cooking,4,Film & Video,Film & Video,USD,10/06/11 18:01,2500,18/05/11 18:38,150,failed,2,US
1011270775,Mikeze - The E-life Manager,46,Apps,Technology,USD,22/04/15 6:04,13000,21/02/15 6:04,430,failed,8,US
1011277482,Local Legends,111,Horror,Film & Video,USD,01/04/15 3:28,35000,02/03/15 3:28,112,failed,6,US
1011279886,Flavors of India,6,Food,Food,USD,24/02/13 1:10,20000,09/02/13 1:10,275,failed,16,US
101128433,HackPolitik,52,Dance,Dance,USD,16/06/13 1:00,5000,17/05/13 1:00,5291.5,successful,109,US
1011289637,SEPTEMBRYO: You were born for a reason Issue #2,15,Comic Books,Comics,CAD,22/09/16 18:07,1300,23/08/16 18:07,1313,successful,28,CA
1011294099,OUTFIT (Canceled),48,Apparel,Fashion,USD,13/04/15 0:00,10000,11/03/15 9:28,949,canceled,9,US
